run,tag,x,value
vae_logs_ted_expressive_beta1e-6,train/loss,68,0.03257341384887695
vae_logs_ted_expressive_beta1e-6,train/loss,69,0.0325489304959774
vae_logs_ted_expressive_beta1e-6,train/loss,70,0.03252794668078422
vae_logs_ted_expressive_beta1e-6,train/loss,71,0.03250094577670097
vae_logs_ted_expressive_beta1e-6,train/loss,72,0.03246359080076218
vae_logs_ted_expressive_beta1e-6,train/loss,73,0.03243423774838448
vae_logs_ted_expressive_beta1e-6,train/loss,74,0.03240395113825798
vae_logs_ted_expressive_beta1e-6,train/loss,75,0.03237406462430954
vae_logs_ted_expressive_beta1e-6,train/loss,76,0.03234647959470749
vae_logs_ted_expressive_beta1e-6,train/loss,77,0.032320563495159146
vae_logs_ted_expressive_beta1e-6,train/loss,78,0.03229246735572815
vae_logs_ted_expressive_beta1e-6,train/loss,79,0.032273098826408386
vae_logs_ted_expressive_beta1e-6,train/loss,80,0.03225233554840088
vae_logs_ted_expressive_beta1e-6,val/loss,1,0.06935761868953705
vae_logs_ted_expressive_beta1e-6,val/loss,2,0.06305323913693428
vae_logs_ted_expressive_beta1e-6,val/loss,3,0.059916045516729355
vae_logs_ted_expressive_beta1e-6,val/loss,4,0.05767519120126963
vae_logs_ted_expressive_beta1e-6,val/loss,5,0.05602423697710037
vae_logs_ted_expressive_beta1e-6,val/loss,6,0.051904792338609694
vae_logs_ted_expressive_beta1e-6,val/loss,7,0.05006133988499641
vae_logs_ted_expressive_beta1e-6,val/loss,8,0.048744238913059235
vae_logs_ted_expressive_beta1e-6,val/loss,9,0.047846323996782306
vae_logs_ted_expressive_beta1e-6,val/loss,10,0.04715909957885742
vae_logs_ted_expressive_beta1e-6,val/loss,11,0.04641276523470879
vae_logs_ted_expressive_beta1e-6,val/loss,12,0.045680873841047284
vae_logs_ted_expressive_beta1e-6,val/loss,13,0.044875317811965944
vae_logs_ted_expressive_beta1e-6,val/loss,14,0.04406803324818611
vae_logs_ted_expressive_beta1e-6,val/loss,15,0.043224652856588365
vae_logs_ted_expressive_beta1e-6,val/loss,16,0.042468535155057906
vae_logs_ted_expressive_beta1e-6,val/loss,17,0.04182885885238648
vae_logs_ted_expressive_beta1e-6,val/loss,18,0.041190922260284424
vae_logs_ted_expressive_beta1e-6,val/loss,19,0.04056071639060974
vae_logs_ted_expressive_beta1e-6,val/loss,20,0.03993108347058296
vae_logs_ted_expressive_beta1e-6,val/loss,21,0.03947393447160721
vae_logs_ted_expressive_beta1e-6,val/loss,22,0.03901617899537087
vae_logs_ted_expressive_beta1e-6,val/loss,23,0.03862532079219818
vae_logs_ted_expressive_beta1e-6,val/loss,24,0.0382874958217144
vae_logs_ted_expressive_beta1e-6,val/loss,25,0.03777381032705307
vae_logs_ted_expressive_beta1e-6,val/loss,26,0.037284642457962036
vae_logs_ted_expressive_beta1e-6,val/loss,27,0.03683162406086922
vae_logs_ted_expressive_beta1e-6,val/loss,28,0.036391612887382505
vae_logs_ted_expressive_beta1e-6,val/loss,29,0.035903973132371904
vae_logs_ted_expressive_beta1e-6,val/loss,30,0.03570597469806671
vae_logs_ted_expressive_beta1e-6,val/loss,31,0.03541935235261917
vae_logs_ted_expressive_beta1e-6,val/loss,32,0.03521641343832016
vae_logs_ted_expressive_beta1e-6,val/loss,33,0.03497902005910873
vae_logs_ted_expressive_beta1e-6,val/loss,34,0.034812715649604795
vae_logs_ted_expressive_beta1e-6,val/loss,35,0.03471303582191467
vae_logs_ted_expressive_beta1e-6,val/loss,36,0.03457733690738678
vae_logs_ted_expressive_beta1e-6,val/loss,37,0.03439842090010643
vae_logs_ted_expressive_beta1e-6,val/loss,38,0.034328322112560275
vae_logs_ted_expressive_beta1e-6,val/loss,39,0.03418414071202278
vae_logs_ted_expressive_beta1e-6,val/loss,40,0.03408765271306038
vae_logs_ted_expressive_beta1e-6,val/loss,41,0.033977686613798144
vae_logs_ted_expressive_beta1e-6,val/loss,42,0.03389904648065567
vae_logs_ted_expressive_beta1e-6,val/loss,43,0.03373515158891678
vae_logs_ted_expressive_beta1e-6,val/loss,44,0.03373355194926262
vae_logs_ted_expressive_beta1e-6,val/loss,45,0.03355790004134178
vae_logs_ted_expressive_beta1e-6,val/loss,46,0.033329816162586214
vae_logs_ted_expressive_beta1e-6,val/loss,47,0.03314180299639702
vae_logs_ted_expressive_beta1e-6,val/loss,48,0.03302633240818977
vae_logs_ted_expressive_beta1e-6,val/loss,49,0.03283798024058342
vae_logs_ted_expressive_beta1e-6,val/loss,50,0.03283499032258987
vae_logs_ted_expressive_beta1e-6,val/loss,51,0.032839853316545486
vae_logs_ted_expressive_beta1e-6,val/loss,52,0.032743480801582334
vae_logs_ted_expressive_beta1e-6,val/loss,53,0.032710065692663194
vae_logs_ted_expressive_beta1e-6,val/loss,54,0.03260438069701195
vae_logs_ted_expressive_beta1e-6,val/loss,55,0.03244146928191185
vae_logs_ted_expressive_beta1e-6,val/loss,56,0.03233709409832954
vae_logs_ted_expressive_beta1e-6,val/loss,57,0.03229947537183762
vae_logs_ted_expressive_beta1e-6,val/loss,58,0.032214298099279406
vae_logs_ted_expressive_beta1e-6,val/loss,59,0.03220303952693939
vae_logs_ted_expressive_beta1e-6,val/loss,60,0.03221624493598938
vae_logs_ted_expressive_beta1e-6,val/loss,61,0.03223932161927223
vae_logs_ted_expressive_beta1e-6,val/loss,62,0.032205644994974136
vae_logs_ted_expressive_beta1e-6,val/loss,63,0.03220536783337593
vae_logs_ted_expressive_beta1e-6,val/loss,64,0.03222834020853042
vae_logs_ted_expressive_beta1e-6,val/loss,65,0.032200253754854205
vae_logs_ted_expressive_beta1e-6,val/loss,66,0.03206068277359009
vae_logs_ted_expressive_beta1e-6,val/loss,67,0.031999948620796206
vae_logs_ted_expressive_beta1e-6,val/loss,68,0.0318975493311882
vae_logs_ted_expressive_beta1e-6,val/loss,69,0.0318112388253212
vae_logs_ted_expressive_beta1e-6,val/loss,70,0.03162835612893104
vae_logs_ted_expressive_beta1e-6,val/loss,71,0.03163375779986381
vae_logs_ted_expressive_beta1e-6,val/loss,72,0.031657219678163526
vae_logs_ted_expressive_beta1e-6,val/loss,73,0.03170396611094475
vae_logs_ted_expressive_beta1e-6,val/loss,74,0.0316561684012413
vae_logs_ted_expressive_beta1e-6,val/loss,75,0.0316659688949585
vae_logs_ted_expressive_beta1e-6,val/loss,76,0.03166820183396339
vae_logs_ted_expressive_beta1e-6,val/loss,77,0.031654120236635205
vae_logs_ted_expressive_beta1e-6,val/loss,78,0.0316198505461216
vae_logs_ted_expressive_beta1e-6,val/loss,79,0.031672742962837216
vae_logs_ted_expressive_beta1e-6,val/loss,80,0.03163124471902847
vae_logs_ted_expressive_beta1e-4,train/loss,1,0.09167037904262543
vae_logs_ted_expressive_beta1e-4,train/loss,2,0.08144605532288551
vae_logs_ted_expressive_beta1e-4,train/loss,3,0.07590178896983464
vae_logs_ted_expressive_beta1e-4,train/loss,4,0.07263973169028759
vae_logs_ted_expressive_beta1e-4,train/loss,5,0.07047002092003822
vae_logs_ted_expressive_beta1e-4,train/loss,6,0.06429633870720863
vae_logs_ted_expressive_beta1e-4,train/loss,7,0.06210873574018479
vae_logs_ted_expressive_beta1e-4,train/loss,8,0.061105793714523314
vae_logs_ted_expressive_beta1e-4,train/loss,9,0.06043260917067528
vae_logs_ted_expressive_beta1e-4,train/loss,10,0.059910889714956284
vae_logs_ted_expressive_beta1e-4,train/loss,11,0.059518810361623764
vae_logs_ted_expressive_beta1e-4,train/loss,12,0.05911808013916016
vae_logs_ted_expressive_beta1e-4,train/loss,13,0.05851864144206047
vae_logs_ted_expressive_beta1e-4,train/loss,14,0.05780681148171425
vae_logs_ted_expressive_beta1e-4,train/loss,15,0.057083629071712494
vae_logs_ted_expressive_beta1e-4,train/loss,16,0.05633573904633522
vae_logs_ted_expressive_beta1e-4,train/loss,17,0.05564863607287407
vae_logs_ted_expressive_beta1e-4,train/loss,18,0.055212190747261046
vae_logs_ted_expressive_beta1e-4,train/loss,19,0.05490573048591614
vae_logs_ted_expressive_beta1e-4,train/loss,20,0.05465683937072754
vae_logs_ted_expressive_beta1e-4,train/loss,21,0.05445840880274773
vae_logs_ted_expressive_beta1e-4,train/loss,22,0.054286157339811326
vae_logs_ted_expressive_beta1e-4,train/loss,23,0.05413491278886795
vae_logs_ted_expressive_beta1e-4,train/loss,24,0.054008951783180235
vae_logs_ted_expressive_beta1e-4,train/loss,25,0.053860478848218915
vae_logs_ted_expressive_beta1e-4,train/loss,26,0.05362121164798737
vae_logs_ted_expressive_beta1e-4,train/loss,27,0.05321109667420387
vae_logs_ted_expressive_beta1e-4,train/loss,28,0.052722863107919696
vae_logs_ted_expressive_beta1e-4,train/loss,29,0.05220340117812157
vae_logs_ted_expressive_beta1e-4,train/loss,30,0.05167531669139862
vae_logs_ted_expressive_beta1e-4,train/loss,31,0.05124161019921303
vae_logs_ted_expressive_beta1e-4,train/loss,32,0.050955277681350705
vae_logs_ted_expressive_beta1e-4,train/loss,33,0.050752705335617064
vae_logs_ted_expressive_beta1e-4,train/loss,34,0.05056761503219605
vae_logs_ted_expressive_beta1e-4,train/loss,35,0.05041185319423676
vae_logs_ted_expressive_beta1e-4,train/loss,36,0.050286360830068585
vae_logs_ted_expressive_beta1e-4,train/loss,37,0.050179633498191836
vae_logs_ted_expressive_beta1e-4,train/loss,38,0.05009667351841927
vae_logs_ted_expressive_beta1e-4,train/loss,39,0.05002476572990418
vae_logs_ted_expressive_beta1e-4,train/loss,40,0.049978002160787585
vae_logs_ted_expressive_beta1e-4,train/loss,41,0.04991194158792496
vae_logs_ted_expressive_beta1e-4,train/loss,42,0.0498726025223732
vae_logs_ted_expressive_beta1e-4,train/loss,43,0.049833408743143084
vae_logs_ted_expressive_beta1e-4,train/loss,44,0.049788352102041245
vae_logs_ted_expressive_beta1e-4,train/loss,45,0.04973369687795639
vae_logs_ted_expressive_beta1e-4,train/loss,46,0.049601960927248
vae_logs_ted_expressive_beta1e-4,train/loss,47,0.04941437244415283
vae_logs_ted_expressive_beta1e-4,train/loss,48,0.04919230714440346
vae_logs_ted_expressive_beta1e-4,train/loss,49,0.048979565501213074
vae_logs_ted_expressive_beta1e-4,train/loss,50,0.04875602126121521
vae_logs_ted_expressive_beta1e-4,train/loss,51,0.04861730188131332
vae_logs_ted_expressive_beta1e-4,train/loss,52,0.04853065833449364
vae_logs_ted_expressive_beta1e-4,train/loss,53,0.04845545068383217
vae_logs_ted_expressive_beta1e-4,train/loss,54,0.04838993772864342
vae_logs_ted_expressive_beta1e-4,train/loss,55,0.04832725748419762
vae_logs_ted_expressive_beta1e-4,train/loss,56,0.04827474281191826
vae_logs_ted_expressive_beta1e-4,train/loss,57,0.04823310598731041
vae_logs_ted_expressive_beta1e-4,train/loss,58,0.048196235299110414
vae_logs_ted_expressive_beta1e-4,train/loss,59,0.04815380647778511
vae_logs_ted_expressive_beta1e-4,train/loss,60,0.04811921417713165
vae_logs_ted_expressive_beta1e-4,train/loss,61,0.04806197062134743
vae_logs_ted_expressive_beta1e-4,train/loss,62,0.04793810769915581
vae_logs_ted_expressive_beta1e-4,train/loss,63,0.04780476987361908
vae_logs_ted_expressive_beta1e-4,train/loss,64,0.04764838516712189
vae_logs_ted_expressive_beta1e-4,train/loss,65,0.04749427512288094
